,0
Annual return,0.010538191862775825
Cumulative returns,0.02122991889518988
Annual volatility,0.007895375864248273
Sharpe ratio,1.3343478402089923
Calmar ratio,1.4065848443500577
Stability,0.7637994809264497
Max drawdown,-0.007492041383145444
Omega ratio,1.349137502525159
Sortino ratio,1.9934283219494315
Skew,
Kurtosis,
Tail ratio,1.195622774641458
Daily value at risk,-0.0009529175984051318
